content,category,validated_by,score,thumbsUpCount,country
"The holiday season is basically here and I do a bit of shopping through my phone. That being said, wish lists are vital to help me get my shopping done. Lately, when trying to scroll through wish lists, the list either won't load or it just ""bounces"". I try to scroll down, but it just bounces back up and won't show any more of the list. Occasionally I can get it to s l o w l y bounce it's way through the list, but that is rare. This needs to be fixed! It has been incredibly frustrating.",user-experience,Ugochukz,2,103,us
"Generally the app is good, although it would be good if it was mad easier to contact a real person when something goes wrong. Also I see mention of AmazonSmile but it isn't where they say it is on the app... And wasn't it stopped last year?",customer-service,Solomon,3,0,us
"Painfully slow and laggy. Search is slow, the whole experience is a mess. Much faster to use my web browser than the app.",user-experience,Adam,4,2,uk
Has anyone bought a phone off Amazon I keep getting notifications about an iPhone 14 pro max but the price just doesn't seem legit for an actual phone???,shipping,Lailat,3,0,us
N .2ec,user-experience,Adam,4,0,us
"The customer service call back and chat option is gone. Absolutely, useless now trying to get quick help. Please put it back.",customer-service,Lailat,1,0,us
"In the last few days, the app has been crashing. I, too, love to browse and add stuff to my personal lists. But I can't look around anymore without a constant pop-up that says 'close app' 'wait for app to reapond'. Even if I close the app and try again, I get the pop-ups again. Buggy Amazon, I hope they fix it soon since I'm trying to shop for Xmas already.",user-experience,Ugochukz,2,28,us
"Awesome! I use it all the time and prices are often a few bucks cheaper on Amazon rather then in store. Shipping isn't the best all the time, but it isnt too pricey and always gives you updates, prime is worth it. It can give you Same day shipping, free shipping and discounts! Plus movies, music and so much more",user-experience,Adam,5,0,us
Good app,user-experience,Adam,5,0,us
Packages can't seem to get out of carrier facility before 11am and can't seem to be delivered before 5pm. Late packages seem to be treated like they are regular or early.,shipping,Lailat,2,1,us
Really good. I love the your package is x stops away feature. I would like to be able to postpone a subscription delivery instead of cancelling it. Especially if it's set to be delivered when we're out of town. I'd also like the option of setting the priority of a package. If I need it now or if it can wait until the next delivery date so I don't feel guilty for a driver having to deliver a delayed package on Easter day.,shipping,Solomon,4,15,us
"The apps had issues for the last few months, I've given them time to resolve but still nothing. I cannot get to my past orders, wish lists, account info, etc. It will only let me purchase...with the amount of money Amazon brings in, you'd think they'd be on the ball with this stuff...just another reason to disengage and purchase through smaller local companies and give back to our communities. So a year later and I'm updating my review as the latest update made the app even worse...",user-experience,Ugochukz,1,4,us
I was trying to purchase an electric bike for myself and I found one I liked so I went to the checkout to pay and my bank refused so I went to pay with another card and they refused so I went back to my cart the bike was not there looked on the ebike page it's not there either so I contacted Amazon customer services they told me that I could purchase the ebike that now I would have to pay £879.00 it has gone up fr £481:25p Which was the price. I think that is awful so I'm not happy about it.,customer-service,Solomon,1,0,us
